dataset,method,ratio,num_train,test_f1,test_acc,test_auc,val_auc
6_hist_fig_isamerican,xgboost,0.25,1024,0.9373357440333586,0.9383561643835616,0.9870973207054428,0.9695121951219512
6_hist_fig_isamerican,logreg,0.3,1024,0.965702148953198,0.9657534246575342,0.99313728385582,0.991875
6_hist_fig_isamerican,pca,0.3,1024,0.9542789840981284,0.9545454545454546,0.9872694585136074,0.9925
6_hist_fig_isamerican,knn,0.3,1024,0.8991171114759283,0.9034869240348692,0.980511030551823,0.97875
6_hist_fig_isamerican,xgboost,0.3,1024,0.9493644046111,0.9495641344956414,0.9885172250852764,0.97375
6_hist_fig_isamerican,logreg,0.35,1024,0.9682634079717874,0.9682440846824408,0.993198333131815,0.989247311827957
6_hist_fig_isamerican,pca,0.35,1024,0.9544984294791355,0.9545454545454546,0.9864358346006278,0.9798971482000934
6_hist_fig_isamerican,knn,0.35,1024,0.9058043568500256,0.9078455790784558,0.9696973309332794,0.9614305750350632
6_hist_fig_isamerican,xgboost,0.35,1024,0.949553801896458,0.9495641344956414,0.98840957819107,0.9658719027582984
6_hist_fig_isamerican,logreg,0.4,1024,0.9676129965828076,0.9676214196762142,0.9941441419617608,0.9970575872215216
6_hist_fig_isamerican,pca,0.4,1024,0.9556752345747838,0.955790784557908,0.9889068149849244,0.996216897856242
6_hist_fig_isamerican,knn,0.4,1024,0.8239496895146546,0.8337484433374844,0.9797087897624228,0.976670870113493
6_hist_fig_isamerican,xgboost,0.4,1024,0.9525743083077276,0.9526774595267746,0.989990455565084,0.989071038251366
6_hist_fig_isamerican,logreg,0.45,1024,0.9695021999252176,0.969489414694894,0.9948496966678102,0.994318181818182
6_hist_fig_isamerican,pca,0.45,1024,0.9507731791831194,0.9508094645080948,0.9908052674696,0.9939123376623376
6_hist_fig_isamerican,knn,0.45,1024,0.9249860309849112,0.925280199252802,0.9748413634519564,0.9768668831168832
6_hist_fig_isamerican,xgboost,0.45,1024,0.9576587795765878,0.9576587795765878,0.9898873606105176,0.994724025974026
6_hist_fig_isamerican,logreg,0.5,1024,0.9682420037943954,0.9682440846824408,0.9925652402494384,0.9983993597438976
6_hist_fig_isamerican,pca,0.5,1024,0.9489411527516072,0.9489414694894148,0.9873063186152798,0.9987995198079233
6_hist_fig_isamerican,knn,0.5,1024,0.9195676607441312,0.9196762141967622,0.9796071394785122,0.9929971988795518
6_hist_fig_isamerican,xgboost,0.5,1024,0.9564110159699616,0.9564134495641344,0.9886710638344068,0.9951980792316928
6_hist_fig_isamerican,logreg,0.55,1024,0.9732166419935718,0.973225404732254,0.994306288464672,0.9959415584415584
6_hist_fig_isamerican,pca,0.55,1024,0.9682109940103056,0.9682440846824408,0.9915252378385832,0.9926948051948052
6_hist_fig_isamerican,knn,0.55,1024,0.927945160382192,0.9277708592777086,0.982021095248242,0.9811282467532468
6_hist_fig_isamerican,logreg,0.6,1024,0.9674922604636764,0.9676214196762142,0.9920664158943135,0.997829861111111
6_hist_fig_isamerican,pca,0.6,1024,0.9575658862446624,0.9576587795765878,0.9857761016532878,0.9969618055555556
6_hist_fig_isamerican,knn,0.6,1024,0.9357522881109294,0.935865504358655,0.9720224014684402,0.9893663194444444
6_hist_fig_isamerican,logreg,0.65,1024,0.975030173335091,0.975093399750934,0.9955362621180512,0.9995404411764706
6_hist_fig_isamerican,pca,0.65,1024,0.9569549149023692,0.9570361145703612,0.9874234739095458,1.0
6_hist_fig_isamerican,knn,0.65,1024,0.9492653871707312,0.9495641344956414,0.9798705703494636,0.9972426470588236
6_hist_fig_isamerican,logreg,0.7,1024,0.9659403792815467,0.9663760896637608,0.9908043428043428,0.9795238095238096
6_hist_fig_isamerican,pca,0.7,1024,0.9595147067801604,0.9595267745952676,0.9848611688611688,0.9733333333333334
6_hist_fig_isamerican,knn,0.7,1024,0.940079418604297,0.9402241594022416,0.9750621390621392,0.9438095238095238
6_hist_fig_isamerican,logreg,0.75,1024,0.9780664397974316,0.9782067247820672,0.9953994681346426,0.9801587301587302
6_hist_fig_isamerican,pca,0.75,1024,0.9717243903244824,0.9719800747198007,0.9881665131776368,0.9737103174603174
6_hist_fig_isamerican,knn,0.75,1024,0.9253688174993846,0.9283935242839352,0.9739189370970912,0.9615575396825397
6_hist_fig_isamerican,logreg,0.8,1024,0.9804982910529272,0.980697384806974,0.9961622846891404,1.0
6_hist_fig_isamerican,pca,0.8,1024,0.970244466408832,0.9707347447073474,0.984338824442101,0.9953379953379952
6_hist_fig_isamerican,knn,0.8,1024,0.9545298786362651,0.9564134495641344,0.979728959840964,0.9880536130536132
6_hist_fig_isamerican,logreg,0.85,1024,0.9789402414938064,0.9794520547945206,0.9890159834065396,0.994330262225372
6_hist_fig_isamerican,pca,0.85,1024,0.972396856811654,0.973225404732254,0.9709233162518304,0.9815733522324592
6_hist_fig_isamerican,knn,0.85,1024,0.8961002262173007,0.9122042341220424,0.969669655929722,0.9759036144578314
6_hist_fig_isamerican,logreg,0.9,1024,0.9898025926990104,0.9900373599003736,0.9976357192254496,1.0
6_hist_fig_isamerican,pca,0.9,1024,0.9878720510956336,0.9881693648816936,0.9939142461964038,1.0
6_hist_fig_isamerican,knn,0.9,1024,0.9625191074889604,0.9657534246575342,0.975021611341632,0.9959239130434784
6_hist_fig_isamerican,logreg,0.95,1024,0.9874989118149846,0.9881693648816936,0.9784813237221496,0.8854166666666667
6_hist_fig_isamerican,pca,0.95,1024,0.9825781909205176,0.9838107098381071,0.9749836173001312,0.8802083333333334
6_hist_fig_isamerican,knn,0.95,1024,0.9517922827955578,0.962640099626401,0.9584698558322412,0.8971354166666667
7_hist_fig_ispolitician,logreg,0.05,1024,0.9249985979596632,0.9495641344956414,0.745043513458814,0.9140625
7_hist_fig_ispolitician,pca,0.05,1024,0.9236297173468556,0.9427148194271482,0.6923821088848411,0.8802083333333333
7_hist_fig_ispolitician,knn,0.05,1024,0.9249985979596632,0.9495641344956414,0.6811698036834649,0.8033854166666667
7_hist_fig_ispolitician,xgboost,0.05,1024,0.9249985979596632,0.9495641344956414,0.7039020441206234,0.8828125
7_hist_fig_ispolitician,logreg,0.1,1024,0.8522714517380537,0.8997509339975094,0.7271379139891251,0.8709239130434783
7_hist_fig_ispolitician,pca,0.1,1024,0.8579774840075111,0.8897882938978829,0.7519181585677749,0.8722826086956522
7_hist_fig_ispolitician,knn,0.1,1024,0.8522714517380537,0.8997509339975094,0.7030454125384169,0.8498641304347826
7_hist_fig_ispolitician,xgboost,0.1,1024,0.8618107352613738,0.9009962640099628,0.7244557157901523,0.8179347826086957
7_hist_fig_ispolitician,logreg,0.15,1024,0.7809929358644564,0.8499377334993773,0.7309333819707265,0.7633928571428571
7_hist_fig_ispolitician,pca,0.15,1024,0.7995998856829348,0.8430884184308842,0.7652409830833068,0.7760416666666667
7_hist_fig_ispolitician,knn,0.15,1024,0.7878411234981892,0.8443337484433375,0.6790965604243613,0.8292410714285714
7_hist_fig_ispolitician,xgboost,0.15,1024,0.7895916526347384,0.8511830635118306,0.7273950116273767,0.8162202380952381
7_hist_fig_ispolitician,logreg,0.2,1024,0.7471288224712881,0.800747198007472,0.7691112304328477,0.7517482517482517
7_hist_fig_ispolitician,pca,0.2,1024,0.7575105234080356,0.7876712328767124,0.7652389175906039,0.7534965034965034
7_hist_fig_ispolitician,knn,0.2,1024,0.7344746334982417,0.7920298879202988,0.7205912230800487,0.7803030303030303
7_hist_fig_ispolitician,xgboost,0.2,1024,0.7341618182157663,0.7982565379825654,0.7659088930167759,0.7890442890442891
7_hist_fig_ispolitician,logreg,0.25,1024,0.642437833214414,0.7496886674968867,0.7388896464521247,0.7120596205962059
7_hist_fig_ispolitician,pca,0.25,1024,0.6733090801901355,0.7428393524283935,0.672548800846267,0.679539295392954
7_hist_fig_ispolitician,knn,0.25,1024,0.7162133303838223,0.7546699875466999,0.7094428191269565,0.7144308943089431
7_hist_fig_ispolitician,xgboost,0.25,1024,0.642437833214414,0.7496886674968867,0.7240665443546387,0.7439024390243902
7_hist_fig_ispolitician,logreg,0.3,1024,0.5760059724731414,0.699252801992528,0.7481145065784617,0.733125
7_hist_fig_ispolitician,pca,0.3,1024,0.7181990534017729,0.7359900373599004,0.7667460979607508,0.708125
7_hist_fig_ispolitician,knn,0.3,1024,0.5921795155136509,0.701120797011208,0.7312761181908123,0.6959374999999999
7_hist_fig_ispolitician,xgboost,0.3,1024,0.7093261192086833,0.7341220423412205,0.7638887863439701,0.7637499999999999
7_hist_fig_ispolitician,logreg,0.35,1024,0.7133521206725534,0.724159402241594,0.7819226203958045,0.7148200093501637
7_hist_fig_ispolitician,pca,0.35,1024,0.7149766913660099,0.7204234122042341,0.7662672063949973,0.7199625993454886
7_hist_fig_ispolitician,knn,0.35,1024,0.6859477140999973,0.6998754669987547,0.7378514293888547,0.675549322113137
7_hist_fig_ispolitician,xgboost,0.35,1024,0.7338722935662564,0.7428393524283935,0.7888077328515062,0.7386629266012156
7_hist_fig_ispolitician,logreg,0.4,1024,0.6292848210522322,0.6668742216687422,0.7601221881464901,0.8583438419503993
7_hist_fig_ispolitician,pca,0.4,1024,0.7131952572354817,0.7160647571606475,0.7790786309630513,0.8478352248844052
7_hist_fig_ispolitician,knn,0.4,1024,0.6760549926412318,0.688667496886675,0.7575503586026688,0.8541403951240016
7_hist_fig_ispolitician,xgboost,0.4,1024,0.7063598978104381,0.7210460772104608,0.7983322270832627,0.8575031525851198
7_hist_fig_ispolitician,logreg,0.45,1024,0.7150041412819241,0.7160647571606475,0.7911620920131138,0.8388798701298701
7_hist_fig_ispolitician,pca,0.45,1024,0.6946219218629871,0.6961394769613948,0.7735103985062868,0.856737012987013
7_hist_fig_ispolitician,knn,0.45,1024,0.6674364655004655,0.6706102117061021,0.7543322540878967,0.8419237012987013
7_hist_fig_ispolitician,xgboost,0.45,1024,0.7199153429980282,0.7204234122042341,0.7953568950312416,0.8863636363636364
7_hist_fig_ispolitician,logreg,0.5,1024,0.6926914676798527,0.6930261519302615,0.7507742602848285,0.7707082833133253
7_hist_fig_ispolitician,pca,0.5,1024,0.709155790091701,0.7092154420921544,0.7796277657414831,0.820328131252501
7_hist_fig_ispolitician,knn,0.5,1024,0.6712834309545752,0.6718555417185554,0.7428346998878738,0.7525010004001601
7_hist_fig_ispolitician,xgboost,0.5,1024,0.6810691087028361,0.6830635118306351,0.755899809090754,0.8023209283713486
7_hist_fig_ispolitician,logreg,0.55,1024,0.7390574433370828,0.7428393524283935,0.8040730249056792,0.7179383116883116
7_hist_fig_ispolitician,pca,0.55,1024,0.7074814564979593,0.7104607721046077,0.7811603013248769,0.7548701298701299
7_hist_fig_ispolitician,knn,0.55,1024,0.6899367295672064,0.6961394769613948,0.7635221731991326,0.726461038961039
7_hist_fig_ispolitician,logreg,0.6,1024,0.6603214072172341,0.7048567870485679,0.7620425666679593,0.834201388888889
7_hist_fig_ispolitician,pca,0.6,1024,0.7248945163643198,0.7334993773349938,0.782217460994558,0.8138020833333333
7_hist_fig_ispolitician,knn,0.6,1024,0.671881368394869,0.701120797011208,0.7619642003076484,0.8229166666666666
7_hist_fig_ispolitician,logreg,0.65,1024,0.5963881647699014,0.688667496886675,0.7527764142839612,0.7178308823529411
7_hist_fig_ispolitician,pca,0.65,1024,0.7343392754377974,0.74906600249066,0.783153352149548,0.7251838235294118
7_hist_fig_ispolitician,knn,0.65,1024,0.7111620033295605,0.7254047322540473,0.7340275221226872,0.7713694852941175
7_hist_fig_ispolitician,logreg,0.7,1024,0.7773330042242178,0.7982565379825654,0.7922735042735043,0.7347619047619048
7_hist_fig_ispolitician,pca,0.7,1024,0.7739523252517799,0.7907845579078456,0.7921921921921923,0.7361904761904762
7_hist_fig_ispolitician,knn,0.7,1024,0.7382887033572142,0.7702366127023661,0.7630473550473551,0.7340476190476191
7_hist_fig_ispolitician,logreg,0.75,1024,0.7784461844896977,0.8107098381070984,0.775720449912563,0.8179563492063492
7_hist_fig_ispolitician,pca,0.75,1024,0.7738316170736917,0.7951432129514321,0.7746919009530117,0.8234126984126984
7_hist_fig_ispolitician,knn,0.75,1024,0.7345851813908025,0.7334993773349938,0.7025713723988783,0.8229166666666666
7_hist_fig_ispolitician,logreg,0.8,1024,0.7112833102086477,0.8001245330012453,0.7527922227474939,0.6864801864801864
7_hist_fig_ispolitician,pca,0.8,1024,0.8067897767403742,0.8287671232876712,0.781413869595258,0.7412587412587414
7_hist_fig_ispolitician,knn,0.8,1024,0.7481131109092497,0.8100871731008717,0.7511000400014546,0.7805944055944056
7_hist_fig_ispolitician,logreg,0.85,1024,0.8241423993635822,0.8673723536737236,0.8012140068326012,0.7179305457122608
7_hist_fig_ispolitician,pca,0.85,1024,0.8474662895530585,0.8711083437110835,0.7928684724255733,0.7639971651311127
7_hist_fig_ispolitician,knn,0.85,1024,0.8185067981371227,0.8592777085927771,0.7239598584675452,0.767186392629341
7_hist_fig_ispolitician,logreg,0.9,1024,0.8864170932765282,0.9028642590286424,0.7489151106500691,0.797554347826087
7_hist_fig_ispolitician,pca,0.9,1024,0.8842126971687847,0.9053549190535491,0.7550527316735823,0.8342391304347826
7_hist_fig_ispolitician,knn,0.9,1024,0.8588112377512236,0.902241594022416,0.7024399204702629,0.8525815217391303
7_hist_fig_ispolitician,logreg,0.95,1024,0.9369083802080423,0.9508094645080948,0.7836295871559634,0.84375
7_hist_fig_ispolitician,pca,0.95,1024,0.9259163831672098,0.950186799501868,0.6894454456094364,0.8385416666666666
7_hist_fig_ispolitician,knn,0.95,1024,0.9259163831672098,0.950186799501868,0.7426400720838796,0.8932291666666666
21_headline_istrump,logreg,0.05,1024,0.9710098275726978,0.9719800747198007,0.9783201781015988,0.9348958333333334
21_headline_istrump,pca,0.05,1024,0.945659756869962,0.953922789539228,0.9430884436348916,0.859375
21_headline_istrump,knn,0.05,1024,0.9249985979596632,0.9495641344956414,0.9227808136004856,0.9192708333333334
21_headline_istrump,xgboost,0.05,1024,0.9280204843928896,0.9508094645080948,0.9468042906294272,0.8385416666666666
21_headline_istrump,logreg,0.1,1024,0.9661878555097616,0.9663760896637608,0.980377828880913,0.9918478260869564
21_headline_istrump,pca,0.1,1024,0.9340641325960556,0.935865504358655,0.9568956994562532,0.9850543478260868
21_headline_istrump,knn,0.1,1024,0.9108184853033332,0.921544209215442,0.8946227084184056,0.9748641304347824
21_headline_istrump,xgboost,0.1,1024,0.8522714517380537,0.8997509339975094,0.9205785639063808,0.953804347826087
21_headline_istrump,logreg,0.15,1024,0.9555453819851492,0.9564134495641344,0.9835362424574042,0.9992559523809524
21_headline_istrump,pca,0.15,1024,0.9376479009502622,0.9383561643835616,0.9661939720031006,0.9754464285714286
21_headline_istrump,knn,0.15,1024,0.8954480452474111,0.9072229140722292,0.9358427188302708,0.9761904761904762
21_headline_istrump,xgboost,0.15,1024,0.9253816341781412,0.9302615193026152,0.9721429331387836,0.9732142857142856
21_headline_istrump,logreg,0.2,1024,0.9584043156140932,0.958904109589041,0.9912032468411988,0.9766899766899768
21_headline_istrump,pca,0.2,1024,0.9423041941263096,0.9427148194271482,0.977058783692266,0.972027972027972
21_headline_istrump,knn,0.2,1024,0.8878931734452709,0.8922789539227896,0.9428658501189991,0.9388111888111887
21_headline_istrump,xgboost,0.2,1024,0.9352456825716348,0.937733499377335,0.9793662080842088,0.9557109557109558
21_headline_istrump,logreg,0.25,1024,0.961969937016136,0.9620174346201744,0.9919980661476672,0.978319783197832
21_headline_istrump,pca,0.25,1024,0.93394259889566,0.933997509339975,0.9776883853159452,0.9559620596205962
21_headline_istrump,knn,0.25,1024,0.8838231066539389,0.8816936488169365,0.9312211781623444,0.9444444444444444
21_headline_istrump,xgboost,0.25,1024,0.9244559746509224,0.9265255292652552,0.9735520900480984,0.951219512195122
21_headline_istrump,logreg,0.3,1024,0.960874687347524,0.960772104607721,0.9902227521743624,1.0
21_headline_istrump,pca,0.3,1024,0.9294475954773208,0.9296388542963886,0.9763478093944272,0.979375
21_headline_istrump,knn,0.3,1024,0.8928331559786088,0.8916562889165629,0.9522941554318454,0.9534375
21_headline_istrump,xgboost,0.3,1024,0.928706265982152,0.9296388542963886,0.9772965549829448,0.97875
21_headline_istrump,logreg,0.35,1024,0.9526185648736658,0.9526774595267746,0.9908039556614424,0.9957924263674616
21_headline_istrump,pca,0.35,1024,0.9239403278235162,0.9240348692403488,0.9774986418804888,0.9621318373071528
21_headline_istrump,knn,0.35,1024,0.8746626091263693,0.8723536737235368,0.9529477579533012,0.933847592332866
21_headline_istrump,xgboost,0.35,1024,0.9271332694059948,0.927148194271482,0.9777455727006908,0.9696119682094436
21_headline_istrump,logreg,0.4,1024,0.9434150266589209,0.9433374844333748,0.986481139647518,0.9512400168137872
21_headline_istrump,pca,0.4,1024,0.9147276224389717,0.9146948941469488,0.9706819506822416,0.9529213955443464
21_headline_istrump,knn,0.4,1024,0.8382100832584313,0.8368617683686177,0.95084373773637,0.9440941572089112
21_headline_istrump,xgboost,0.4,1024,0.9172586807039091,0.9171855541718557,0.9705543685573048,0.9529213955443464
21_headline_istrump,logreg,0.45,1024,0.9527052229762312,0.9526774595267746,0.989721322851025,0.9756493506493508
21_headline_istrump,pca,0.45,1024,0.9241179679177104,0.9240348692403488,0.9804075443798568,0.9748376623376624
21_headline_istrump,knn,0.45,1024,0.8121872825243761,0.8144458281444583,0.956141752387576,0.958198051948052
21_headline_istrump,xgboost,0.45,1024,0.932224661087711,0.9321295143212952,0.978405692902199,0.9655032467532468
21_headline_istrump,logreg,0.5,1024,0.9557763647540428,0.955790784557908,0.9913447237864236,0.9779911964785912
21_headline_istrump,pca,0.5,1024,0.9153154578291016,0.9153175591531756,0.9765465432399362,0.9783913565426172
21_headline_istrump,knn,0.5,1024,0.8395909058428882,0.8424657534246576,0.9394719986848818,0.971188475390156
21_headline_istrump,xgboost,0.5,1024,0.9270857464822836,0.927148194271482,0.975389611497358,0.9811924769907964
21_headline_istrump,logreg,0.55,1024,0.9531818684343814,0.9533001245330012,0.9873058748323535,0.9910714285714286
