dataset,method,num_train,test_f1,test_acc,test_auc,val_auc
7_hist_fig_ispolitician,logreg,28,0.5804899439450508,0.5805672902836452,0.609370948134503,0.7083333333333334
7_hist_fig_ispolitician,pca,28,0.5475541520493674,0.5475759404546369,0.5764869182917295,0.75
7_hist_fig_ispolitician,knn,28,0.5828263092858337,0.5859987929993965,0.5860163393878961,0.513888888888889
7_hist_fig_ispolitician,xgboost,28,0.5567406242522859,0.5572319452826393,0.5861384720228044,0.638888888888889
7_hist_fig_ispolitician,mlp,28,0.554942819768812,0.5684972842486421,0.6313674484558194,0.5555555555555555
7_hist_fig_ispolitician,logreg,38,0.5619430699690726,0.5708526506752671,0.628714276891472,0.6944444444444445
7_hist_fig_ispolitician,pca,38,0.5732458205765744,0.5732715178391453,0.6076104198359142,0.6203703703703703
7_hist_fig_ispolitician,knn,38,0.5930792692782266,0.5970570449506148,0.6210594875895515,0.585648148148148
7_hist_fig_ispolitician,xgboost,38,0.5431475937250694,0.5432372505543237,0.5938449149016396,0.5277777777777778
7_hist_fig_ispolitician,mlp,38,0.5746656302389247,0.5764966740576497,0.6216675768095591,0.4629629629629629
7_hist_fig_ispolitician,logreg,53,0.5960883537182209,0.5976546704407603,0.6383000293178458,0.5520833333333334
7_hist_fig_ispolitician,pca,53,0.5388011301631452,0.5388192478770724,0.5596693378663442,0.65625
7_hist_fig_ispolitician,knn,53,0.6126161731356587,0.6134249898908208,0.6383656797088295,0.5885416666666666
7_hist_fig_ispolitician,xgboost,53,0.3333333333333333,0.5,0.5,0.5
7_hist_fig_ispolitician,mlp,53,0.5822203868642596,0.5851192883137889,0.6334631570496339,0.4895833333333333
7_hist_fig_ispolitician,logreg,74,0.5922665578435372,0.5951269035532994,0.640160648928265,0.7235449735449736
7_hist_fig_ispolitician,pca,74,0.5827654652477132,0.584771573604061,0.6325132678507879,0.6984126984126983
7_hist_fig_ispolitician,knn,74,0.5346006472944942,0.5624365482233502,0.6237105258557768,0.6716269841269842
7_hist_fig_ispolitician,xgboost,74,0.5627047728078594,0.5654822335025381,0.6132332031532151,0.6177248677248678
7_hist_fig_ispolitician,mlp,74,0.5821883122497521,0.5835532994923858,0.6287262698333385,0.6395502645502646
7_hist_fig_ispolitician,logreg,103,0.5974642622535091,0.5984477124183006,0.6398384602343117,0.7283950617283951
7_hist_fig_ispolitician,pca,103,0.5716067295494591,0.5735294117647058,0.6069050799105045,0.7232510288065844
7_hist_fig_ispolitician,knn,103,0.5539546599009142,0.5765931372549019,0.6048577570325515,0.6743827160493826
7_hist_fig_ispolitician,xgboost,103,0.5826543101940899,0.5857843137254902,0.6299727134862659,0.6628086419753086
7_hist_fig_ispolitician,mlp,103,0.587620467408225,0.5876225490196079,0.6169379465429963,0.6800411522633745
7_hist_fig_ispolitician,logreg,143,0.6097002506137968,0.610172981878089,0.6541202954818712,0.6205128205128205
7_hist_fig_ispolitician,pca,143,0.5841115880486664,0.5860790774299836,0.6304966053646502,0.676923076923077
7_hist_fig_ispolitician,knn,143,0.5806804207066212,0.5807248764415156,0.5807248764415157,0.6743589743589744
