dataset,method,num_train,test_f1,test_acc,test_auc,val_auc
5_hist_fig_ismale,xgboost,103,0.7948742601328004,0.7949346405228758,0.8902338577043017,0.8919753086419752
5_hist_fig_ismale,mlp,103,0.9174236367024762,0.9174836601307188,0.9706830172156008,0.9722222222222222
5_hist_fig_ismale,logreg,143,0.9460443346110288,0.9460461285008236,0.9884180035771571,0.9333333333333332
5_hist_fig_ismale,pca,143,0.9293553045085188,0.9293657331136738,0.9835248569001408,0.9589743589743588
5_hist_fig_ismale,knn,143,0.7562396027696998,0.7588550247116969,0.8668553856843145,0.8461538461538461
5_hist_fig_ismale,xgboost,143,0.8271492776892845,0.8272240527182867,0.9154352094862518,0.8307692307692308
5_hist_fig_ismale,mlp,143,0.9134150615814742,0.913509060955519,0.9751950066359252,0.882051282051282
5_hist_fig_ismale,logreg,198,0.968131000467564,0.9681316392418248,0.995069068443704,1.0
5_hist_fig_ismale,pca,198,0.9722970702571764,0.972297438033743,0.9949104539775094,1.0
5_hist_fig_ismale,knn,198,0.7665273633616625,0.7675484274109561,0.8680220914896571,0.9289473684210526
5_hist_fig_ismale,xgboost,198,0.8660689296785944,0.866069568839825,0.9424449881993616,0.9473684210526316
5_hist_fig_ismale,mlp,198,0.9317689994128624,0.931889189752135,0.9847983479105928,0.9710526315789474
5_hist_fig_ismale,logreg,275,0.9824301242629164,0.9824301439458086,0.9962196032151744,1.0
5_hist_fig_ismale,pca,275,0.9411515242765782,0.941151566469094,0.9853896115535208,1.0
5_hist_fig_ismale,knn,275,0.8139036481221321,0.8139288738357324,0.8923886422118198,0.9641873278236917
5_hist_fig_ismale,xgboost,275,0.8319112234912792,0.831922099915326,0.9165633036771176,0.9641873278236917
5_hist_fig_ismale,mlp,275,0.9646485252570932,0.9646486028789162,0.9925870812275364,0.9972451790633609
5_hist_fig_ismale,logreg,382,0.9828887152151872,0.9828893220706086,0.99622267774431,0.9978693181818182
5_hist_fig_ismale,pca,382,0.974873126341766,0.9748754602555773,0.9955240701557392,0.9936079545454546
5_hist_fig_ismale,knn,382,0.8369593623139341,0.8375568551007148,0.8969702047522579,0.8540482954545454
5_hist_fig_ismale,xgboost,382,0.916807449774294,0.916829109811566,0.9728438113838322,0.9673295454545454
5_hist_fig_ismale,mlp,382,0.967944038441025,0.9679445527398745,0.9925281075559204,0.9914772727272728
5_hist_fig_ismale,logreg,531,0.9841087236058152,0.9841092211280216,0.9965083446275472,1.0
5_hist_fig_ismale,pca,531,0.9635180438870092,0.9635183527305282,0.9925289875922606,1.0
5_hist_fig_ismale,knn,531,0.8397447046574649,0.8397493285586393,0.9155278278481256,0.9499799919967988
5_hist_fig_ismale,xgboost,531,0.9471612702525882,0.9471799462846912,0.9871286033618956,0.9939975990396158
5_hist_fig_ismale,mlp,531,0.9789614365805472,0.978961504028648,0.9956389372672196,1.0
5_hist_fig_ismale,logreg,737,0.989441152967298,0.9894415767245424,0.997169666523605,1.0
5_hist_fig_ismale,pca,737,0.9833401556027992,0.9833411543876116,0.996568498672476,1.0
5_hist_fig_ismale,knn,737,0.8342399661252021,0.835523228531206,0.913109665127486,0.9508061182306736
5_hist_fig_ismale,xgboost,737,0.930762228950804,0.9307836696386672,0.9819568167699846,0.9946258784621744
5_hist_fig_ismale,mlp,737,0.9845140363085432,0.984514312529329,0.9960666446311855,0.9966928482844152
5_hist_fig_ismale,logreg,1024,0.9909431554840552,0.9909433962264153,0.997146694965971,1.0
5_hist_fig_ismale,pca,1024,0.9889307405485932,0.9889308176100629,0.9969208810993794,1.0
5_hist_fig_ismale,knn,1024,0.8700936711446297,0.870188679245283,0.941339152175256,0.915766306522609
5_hist_fig_ismale,xgboost,1024,0.9645260747467193,0.9645283018867924,0.9940192235445892,0.9931972789115646
5_hist_fig_ismale,mlp,1024,0.9879243204247692,0.9879245283018868,0.9967537990904662,1.0
6_hist_fig_isamerican,logreg,2,0.5831477740184238,0.5879527716629978,0.6282990377896556,1.0
6_hist_fig_isamerican,pca,2,0.3758121819723066,0.4138483089853912,0.3502092590438898,1.0
6_hist_fig_isamerican,knn,2,0.3758121819723066,0.4138483089853912,0.4137989062718762,1.0
6_hist_fig_isamerican,xgboost,2,0.3332221614489707,0.4998999399639784,0.5,0.5
6_hist_fig_isamerican,mlp,2,0.3945680988749852,0.4126475885531319,0.3867121708571339,1.0
6_hist_fig_isamerican,logreg,3,0.4466606681259225,0.5430344275420337,0.6667974892323788,1.0
6_hist_fig_isamerican,pca,3,0.5133388446631644,0.5530424339471577,0.6226202739613629,1.0
6_hist_fig_isamerican,knn,3,0.6075758319893413,0.6196957566052842,0.6196957566052842,1.0
6_hist_fig_isamerican,xgboost,3,0.3333333333333333,0.5,0.5,0.5
6_hist_fig_isamerican,mlp,3,0.4446945562751619,0.5424339471577262,0.5614993195517183,1.0
6_hist_fig_isamerican,logreg,4,0.6091927634653175,0.6346346346346347,0.7857916288978319,1.0
6_hist_fig_isamerican,pca,4,0.4978182756962314,0.5709709709709709,0.7962350657458285,1.0
6_hist_fig_isamerican,knn,4,0.6596819740167617,0.6624624624624624,0.6624805651489553,0.875
6_hist_fig_isamerican,xgboost,4,0.3332221169380806,0.4998998998998999,0.5,0.5
6_hist_fig_isamerican,mlp,4,0.5931682360639392,0.6198198198198198,0.7767184512527923,1.0
6_hist_fig_isamerican,logreg,5,0.7695112382886418,0.7787344813776532,0.901608161271299,1.0
6_hist_fig_isamerican,pca,5,0.6566394384697479,0.6780136163396075,0.8860210145646944,1.0
6_hist_fig_isamerican,knn,5,0.7690208408187552,0.7691229475370445,0.7691229475370445,0.8333333333333334
6_hist_fig_isamerican,xgboost,5,0.3333333333333333,0.5,0.5,0.5
6_hist_fig_isamerican,mlp,5,0.821156961119811,0.8211854225070084,0.9057842578896036,1.0
6_hist_fig_isamerican,logreg,7,0.8152511785431297,0.8193108974358975,0.9121949285523504,1.0
6_hist_fig_isamerican,pca,7,0.7675194172308668,0.7686298076923077,0.8768956612631492,1.0
6_hist_fig_isamerican,knn,7,0.7657568140162015,0.7754407051282052,0.8365350907606016,1.0
6_hist_fig_isamerican,xgboost,7,0.3333333333333333,0.5,0.5,0.5
6_hist_fig_isamerican,mlp,7,0.8184221303769672,0.8223157051282052,0.856149968154175,1.0
6_hist_fig_isamerican,logreg,10,0.7868936463592076,0.7945480056123472,0.9229522396838584,1.0
6_hist_fig_isamerican,pca,10,0.7785815225516111,0.7809180196432151,0.8952892151584644,1.0
6_hist_fig_isamerican,knn,10,0.7854138316922645,0.7923431549408699,0.8679936456714552,1.0
6_hist_fig_isamerican,xgboost,10,0.3332219831912983,0.4998997795149328,0.5,0.5
6_hist_fig_isamerican,mlp,10,0.8344991265546463,0.8366406093405492,0.8776309636112641,0.88
6_hist_fig_isamerican,logreg,14,0.8569269257790011,0.8581745235707121,0.9370671266383755,1.0
6_hist_fig_isamerican,pca,14,0.8445182717258807,0.8445336008024072,0.9261144688273234,1.0
6_hist_fig_isamerican,knn,14,0.8328552062935002,0.8330992978936811,0.8330916453710839,1.0
6_hist_fig_isamerican,xgboost,14,0.3334447847420303,0.5001003009027081,0.5,0.5
6_hist_fig_isamerican,mlp,14,0.8462456215097178,0.8471414242728185,0.8964810940939607,1.0
6_hist_fig_isamerican,logreg,20,0.8979233981317368,0.8983731673026712,0.967269802391567,1.0
6_hist_fig_isamerican,pca,20,0.8358249902928976,0.8371158867242419,0.9303405667668664,1.0
6_hist_fig_isamerican,knn,20,0.8434353272539606,0.8435428800964049,0.9181047210134228,1.0
6_hist_fig_isamerican,xgboost,20,0.3334449190549968,0.5001004217714401,0.5,0.5
6_hist_fig_isamerican,mlp,20,0.8697485170591077,0.8702550712994577,0.9449855670169628,1.0
6_hist_fig_isamerican,logreg,28,0.9156913060766876,0.9159122912894788,0.9724783131613494,1.0
6_hist_fig_isamerican,pca,28,0.8608778300820514,0.8609937638302152,0.941206693095014,1.0
6_hist_fig_isamerican,knn,28,0.7812013653296684,0.7885737276201972,0.9323021799339885,0.9722222222222224
6_hist_fig_isamerican,xgboost,28,0.8553500191170692,0.8553610943472139,0.9240110817762568,0.9444444444444444
6_hist_fig_isamerican,mlp,28,0.8913188340199575,0.8915711124522229,0.950451218979201,1.0
6_hist_fig_isamerican,logreg,38,0.9181267112922042,0.9181616609554524,0.9704525360481596,1.0
6_hist_fig_isamerican,pca,38,0.8634600282171757,0.8637371497681919,0.9451994838189596,1.0
6_hist_fig_isamerican,knn,38,0.7754627964889176,0.7825035275146139,0.9310010109087128,0.9907407407407408
6_hist_fig_isamerican,xgboost,38,0.80344418599834,0.8034670429348921,0.915616264253488,0.9444444444444444
6_hist_fig_isamerican,mlp,38,0.9096831719649104,0.9098971981455352,0.9623938708377217,1.0
6_hist_fig_isamerican,logreg,53,0.917294334502832,0.917306914678528,0.9700768297614234,1.0
6_hist_fig_isamerican,pca,53,0.9298383704023298,0.9298422968054992,0.97408828939281,1.0
6_hist_fig_isamerican,knn,53,0.7097746804235647,0.7286696320258795,0.9537632390186026,0.9833333333333334
6_hist_fig_isamerican,xgboost,53,0.8246307802368095,0.824706833805095,0.9271398389300768,0.9166666666666666
6_hist_fig_isamerican,mlp,53,0.9167014801383732,0.916902547513142,0.9726461064576274,0.9833333333333334
6_hist_fig_isamerican,logreg,74,0.9317729030428292,0.9317766497461928,0.9785479854074256,0.9722222222222224
6_hist_fig_isamerican,pca,74,0.9281176606904624,0.9281218274111676,0.973824297408304,0.9722222222222224
6_hist_fig_isamerican,knn,74,0.7851275229952144,0.7924873096446701,0.9592887818511698,0.9652777777777778
6_hist_fig_isamerican,xgboost,74,0.8714615885761368,0.8714720812182741,0.9390051560825644,0.9735449735449736
6_hist_fig_isamerican,mlp,74,0.9217347078212222,0.9218274111675128,0.972324768886589,0.9907407407407408
6_hist_fig_isamerican,logreg,103,0.9342262200286208,0.9342320261437908,0.9809062820389596,0.9907407407407406
6_hist_fig_isamerican,pca,103,0.93116822886654,0.9311683006535948,0.9812331795463284,0.9907407407407406
6_hist_fig_isamerican,knn,103,0.7970152047298711,0.8031045751633987,0.9638318528664188,0.9791666666666666
6_hist_fig_isamerican,xgboost,103,0.8701512141769467,0.8703022875816994,0.9436743413323936,0.9745370370370372
6_hist_fig_isamerican,mlp,103,0.9270720126907328,0.9270833333333334,0.971043121769405,0.9814814814814816
6_hist_fig_isamerican,logreg,143,0.9367759577372068,0.9367792421746294,0.9814921807360042,1.0
6_hist_fig_isamerican,pca,143,0.9338962080698502,0.9338962108731468,0.9782359634576292,1.0
6_hist_fig_isamerican,knn,143,0.8336863575743312,0.8362850082372323,0.9425335154933246,1.0
6_hist_fig_isamerican,xgboost,143,0.9023859990178142,0.9023887973640856,0.9627114268189084,1.0
6_hist_fig_isamerican,mlp,143,0.9274520549433608,0.9275123558484348,0.9717420185697342,1.0
6_hist_fig_isamerican,logreg,198,0.9510348481781732,0.9510518641949594,0.98835381091212,0.9789473684210526
6_hist_fig_isamerican,pca,198,0.9366315927908564,0.9366798583628412,0.980949257253922,0.9736842105263156
6_hist_fig_isamerican,knn,198,0.8528158799900992,0.8548219121016455,0.9524535783701236,0.975
6_hist_fig_isamerican,xgboost,198,0.8872834544650031,0.8873151426786087,0.9548578717201166,0.963157894736842
6_hist_fig_isamerican,mlp,198,0.940988815600228,0.9410539470943552,0.9795665000694156,0.9894736842105264
6_hist_fig_isamerican,logreg,275,0.951929664363222,0.95194750211685,0.9883309757012132,0.9931129476584022
6_hist_fig_isamerican,pca,275,0.9457662922122276,0.9458086367485182,0.984732151243116,0.9944903581267218
6_hist_fig_isamerican,knn,275,0.8660676323076378,0.867485182049111,0.9712920349794696,0.9951790633608816
6_hist_fig_isamerican,xgboost,275,0.9185006529169848,0.9185012701100762,0.9736790030693432,0.9738292011019284
6_hist_fig_isamerican,mlp,275,0.9421323832586076,0.9422099915325995,0.9824882184116132,0.9820936639118456
6_hist_fig_isamerican,logreg,382,0.9558097512879108,0.9558154645873944,0.9892320983447336,0.9964488636363636
6_hist_fig_isamerican,pca,382,0.9540701286875362,0.9540827377084689,0.9864354162335164,0.9950284090909092
6_hist_fig_isamerican,knn,382,0.8486503287862825,0.850985488412389,0.9724310831025909,0.9733664772727272
6_hist_fig_isamerican,xgboost,382,0.927658035155949,0.9276586528048516,0.9777001005034176,0.9886363636363636
6_hist_fig_isamerican,mlp,382,0.95472103581313,0.9547325102880658,0.9854536502105768,0.9865056818181818
6_hist_fig_isamerican,logreg,531,0.9639644622033572,0.9639659803043868,0.992122435959602,0.988795518207283
6_hist_fig_isamerican,pca,531,0.9550092617293322,0.9550134288272156,0.985272571930986,0.98359343737495
6_hist_fig_isamerican,knn,531,0.8895985018654067,0.8903312444046553,0.9753428137941428,0.9683873549419768
6_hist_fig_isamerican,xgboost,531,0.939346436397508,0.9393464637421666,0.9832424185834772,0.9719887955182072
6_hist_fig_isamerican,mlp,531,0.9612785836098188,0.9612802148612356,0.992336832335622,0.975190076030412
6_hist_fig_isamerican,logreg,737,0.9671492282149744,0.96715157203191,0.991881811721716,1.0
6_hist_fig_isamerican,pca,737,0.9481459276967816,0.9481464101360864,0.9867793720592596,0.9987598181066556
6_hist_fig_isamerican,knn,737,0.9187113250215204,0.9188174565931488,0.978667019293084,0.9919388176932618
6_hist_fig_isamerican,xgboost,737,0.9474413578676878,0.9474425152510558,0.9848131347908607,0.9913187267465896
6_hist_fig_isamerican,mlp,737,0.9615163113341908,0.961520412951666,0.9907078828519844,0.9962794543199668
6_hist_fig_isamerican,logreg,1024,0.9695588583472472,0.969559748427673,0.993180775645316,0.9983993597438976
6_hist_fig_isamerican,pca,1024,0.956226331983094,0.9562264150943396,0.9888191757490083,0.9987995198079233
6_hist_fig_isamerican,knn,1024,0.9241820096439958,0.9242767295597484,0.9812004892971316,0.9929971988795518
6_hist_fig_isamerican,xgboost,1024,0.9584855950019078,0.958490566037736,0.9893171307664812,0.9963985594237696
6_hist_fig_isamerican,mlp,1024,0.964270497474672,0.9642767295597484,0.9911869303389536,0.9943977591036416
7_hist_fig_ispolitician,logreg,2,0.5395156789008452,0.566940164098459,0.6158546685287405,1.0
7_hist_fig_ispolitician,pca,2,0.4532062895027481,0.4794876926155693,0.4757278411765026,1.0
7_hist_fig_ispolitician,knn,2,0.4532062895027481,0.4794876926155693,0.479443819160971,1.0
7_hist_fig_ispolitician,xgboost,2,0.3332221614489707,0.4998999399639784,0.5,0.5
7_hist_fig_ispolitician,mlp,2,0.4712087334527337,0.4740844506704022,0.4669092617030799,1.0
7_hist_fig_ispolitician,logreg,3,0.3582473771086881,0.5056044835868695,0.6060448038174335,1.0
7_hist_fig_ispolitician,pca,3,0.3533572163517945,0.5042033626901521,0.611401050383942,1.0
7_hist_fig_ispolitician,knn,3,0.579921993193584,0.5886709367493995,0.5886709367493994,1.0
7_hist_fig_ispolitician,xgboost,3,0.3333333333333333,0.5,0.5,0.5
7_hist_fig_ispolitician,mlp,3,0.4749889131673392,0.5416333066453163,0.5618836141771704,1.0
7_hist_fig_ispolitician,logreg,4,0.564144421594561,0.5851851851851851,0.625891983109916,0.5
7_hist_fig_ispolitician,pca,4,0.3944977807955984,0.5105105105105106,0.5727670642721626,1.0
7_hist_fig_ispolitician,knn,4,0.6018946387734825,0.6034034034034034,0.6033910829103812,0.75
7_hist_fig_ispolitician,xgboost,4,0.3332221169380806,0.4998998998998999,0.5,0.5
7_hist_fig_ispolitician,mlp,4,0.595242619164109,0.595995995995996,0.6070132838349174,0.75
7_hist_fig_ispolitician,logreg,5,0.5880519934875741,0.5883059671605927,0.6187797002378024,0.8333333333333334
7_hist_fig_ispolitician,pca,5,0.5396651839512563,0.5530636764116941,0.5564059330146918,1.0
7_hist_fig_ispolitician,knn,5,0.5957548230426767,0.5963155786944333,0.5963155786944333,0.75
7_hist_fig_ispolitician,xgboost,5,0.3333333333333333,0.5,0.5,0.5
7_hist_fig_ispolitician,mlp,5,0.6037174621320034,0.6037244693632359,0.6132608629754985,0.8333333333333334
7_hist_fig_ispolitician,logreg,7,0.5476812973526699,0.5753205128205128,0.6487317207532052,1.0
7_hist_fig_ispolitician,pca,7,0.5948265536886186,0.5965544871794872,0.624311558750411,1.0
7_hist_fig_ispolitician,knn,7,0.6054697648219798,0.6107772435897436,0.6107772435897436,0.9166666666666666
7_hist_fig_ispolitician,xgboost,7,0.3333333333333333,0.5,0.5,0.5
7_hist_fig_ispolitician,mlp,7,0.6159219580175943,0.6177884615384616,0.6455543613371137,0.8333333333333334
7_hist_fig_ispolitician,logreg,10,0.573989277134442,0.5890960112246943,0.6463747061082872,0.68
7_hist_fig_ispolitician,pca,10,0.4698682122401294,0.5091200641411104,0.5483526796978079,0.88
7_hist_fig_ispolitician,knn,10,0.5565282538915105,0.5768691120465023,0.5769120438149756,0.74
7_hist_fig_ispolitician,xgboost,10,0.4790720756643744,0.4832631789937863,0.5004073905630025,0.54
7_hist_fig_ispolitician,mlp,10,0.5715181969601973,0.5778713168971737,0.6344999541986941,0.76
7_hist_fig_ispolitician,logreg,14,0.6386172942154326,0.6389167502507522,0.6828365007896912,0.5
7_hist_fig_ispolitician,pca,14,0.6312992477552063,0.6318956870611836,0.6861911586792939,0.75
7_hist_fig_ispolitician,knn,14,0.606422351945688,0.6146439317953861,0.6525504156421287,0.6666666666666666
7_hist_fig_ispolitician,xgboost,14,0.3332218938479206,0.4998996990972918,0.5,0.5
7_hist_fig_ispolitician,mlp,14,0.6329702721174871,0.637111334002006,0.6845942314242318,0.5
7_hist_fig_ispolitician,logreg,20,0.6122640767620178,0.6127736493271742,0.6564699940783624,0.6666666666666666
7_hist_fig_ispolitician,pca,20,0.542361465499094,0.5653745732074714,0.6265032811035223,0.6666666666666666
7_hist_fig_ispolitician,knn,20,0.479657663171834,0.5483028720626631,0.5838187623938906,0.5833333333333334
7_hist_fig_ispolitician,xgboost,20,0.5676653469869508,0.5679855392649127,0.5998322740540305,0.6666666666666666
7_hist_fig_ispolitician,mlp,20,0.5954784170756745,0.610564370355493,0.6547478786177252,0.5833333333333334
7_hist_fig_ispolitician,logreg,28,0.6108822119547647,0.6117481392074029,0.6630879403533024,0.6111111111111112
7_hist_fig_ispolitician,pca,28,0.5616438734120179,0.5717159525246429,0.5803673205767186,0.75
7_hist_fig_ispolitician,knn,28,0.5818566140634043,0.5823777911888955,0.5823848966688303,0.6111111111111112
7_hist_fig_ispolitician,xgboost,28,0.5613286053056761,0.5672902836451418,0.5884607726811392,0.638888888888889
7_hist_fig_ispolitician,mlp,28,0.5896858649877086,0.59987929993965,0.646118869289753,0.6111111111111112
7_hist_fig_ispolitician,logreg,38,0.6183255298472385,0.6192299939528321,0.673081873854195,0.6481481481481481
7_hist_fig_ispolitician,pca,38,0.6223691933635077,0.6315259020358799,0.6654446373080574,0.6898148148148149
7_hist_fig_ispolitician,knn,38,0.5924207835234728,0.5924208828865148,0.5924207850632549,0.7152777777777778
7_hist_fig_ispolitician,xgboost,38,0.3332213547622809,0.4998992138681717,0.5,0.5
7_hist_fig_ispolitician,mlp,38,0.6130437680489731,0.6168111267889539,0.6479928098711497,0.5925925925925926
7_hist_fig_ispolitician,logreg,53,0.5939602145218672,0.6198948645369996,0.6758814852652889,0.5895833333333333
7_hist_fig_ispolitician,pca,53,0.5929494790171063,0.5982612211888395,0.6431928229651771,0.7083333333333334
7_hist_fig_ispolitician,knn,53,0.5754705268050472,0.5879498584714921,0.6298305565861404,0.6635416666666667
7_hist_fig_ispolitician,xgboost,53,0.5848252193982431,0.5883542256368783,0.6270711962547719,0.6958333333333334
7_hist_fig_ispolitician,mlp,53,0.5916120735166863,0.6057420137484836,0.6604331225271755,0.6104166666666667
7_hist_fig_ispolitician,logreg,74,0.6174036687579818,0.6221319796954314,0.666546612035213,0.7321428571428572
7_hist_fig_ispolitician,pca,74,0.611313156491929,0.6138071065989847,0.6735082964676562,0.746031746031746
7_hist_fig_ispolitician,knn,74,0.6093003589967158,0.6148223350253808,0.643767564998534,0.7387566137566136
7_hist_fig_ispolitician,xgboost,74,0.5836107279306137,0.5904568527918782,0.6372553433381059,0.8115079365079364
7_hist_fig_ispolitician,mlp,74,0.5989477455045494,0.6123857868020305,0.6595616752634358,0.7281746031746033
7_hist_fig_ispolitician,logreg,103,0.6419649042966036,0.6431781045751634,0.685430400033107,0.8009259259259259
7_hist_fig_ispolitician,pca,103,0.6435602733453154,0.6456290849673203,0.6836048468270751,0.8341049382716048
7_hist_fig_ispolitician,knn,103,0.6014728006666119,0.6076388888888888,0.6314103783534111,0.7752057613168725
7_hist_fig_ispolitician,xgboost,103,0.6141168587510051,0.6156045751633987,0.6520369602770303,0.839506172839506
7_hist_fig_ispolitician,mlp,103,0.6145507835011108,0.6170343137254902,0.6583336170116194,0.7808641975308642
7_hist_fig_ispolitician,logreg,143,0.6658891050832157,0.6672158154859967,0.7127713910201955,0.5743589743589743
7_hist_fig_ispolitician,pca,143,0.6562337559785342,0.6575370675453048,0.7004408174537047,0.6000000000000001
7_hist_fig_ispolitician,knn,143,0.6125535318088354,0.6196457990115322,0.6451193889792075,0.6512820512820513
7_hist_fig_ispolitician,xgboost,143,0.6168055372770942,0.6206754530477759,0.6674898527340283,0.6256410256410256
7_hist_fig_ispolitician,mlp,143,0.6461398398358611,0.6511532125205931,0.7036836339629093,0.6102564102564102
