dataset,method,ratio,num_train,test_f1,test_acc,test_auc,val_auc
5_hist_fig_ismale,xgboost,0.7,1024,0.904818437828793,0.9084682440846824,0.971860475860476,0.988095238095238
5_hist_fig_ismale,mlp,0.7,1024,0.9726510212372056,0.9726027397260274,0.9951822591822592,0.9904761904761904
5_hist_fig_ismale,logreg,0.75,1024,0.9819502105791534,0.9819427148194272,0.9909582889249904,1.0
5_hist_fig_ismale,pca,0.75,1024,0.9606562081603128,0.960772104607721,0.9879554226467028,0.992063492063492
5_hist_fig_ismale,knn,0.75,1024,0.8538684325174641,0.8667496886674969,0.9247420866919835,0.9191468253968254
5_hist_fig_ismale,xgboost,0.75,1024,0.9507745357222276,0.952054794520548,0.9842054614501092,0.9940476190476192
5_hist_fig_ismale,mlp,0.75,1024,0.98000730214383,0.9800747198007472,0.9946337475812544,0.998015873015873
5_hist_fig_ismale,logreg,0.8,1024,0.986219542357412,0.9863013698630136,0.9933064232638764,0.993006993006993
5_hist_fig_ismale,pca,0.8,1024,0.9616732985803896,0.9620174346201744,0.9877741008763956,0.9836829836829836
5_hist_fig_ismale,knn,0.8,1024,0.8468075878607491,0.8698630136986302,0.9184806720244372,0.9163752913752914
5_hist_fig_ismale,xgboost,0.8,1024,0.9418823488123228,0.944582814445828,0.985257645732572,0.9930069930069928
5_hist_fig_ismale,mlp,0.8,1024,0.9813200498132004,0.9813200498132004,0.9938518976447628,0.9615384615384616
5_hist_fig_ismale,logreg,0.85,1024,0.9811214086444726,0.9813200498132004,0.9907668374816984,1.0
5_hist_fig_ismale,pca,0.85,1024,0.9684206048829714,0.9688667496886676,0.9858925085407516,0.9922041105598866
5_hist_fig_ismale,knn,0.85,1024,0.8512399117094449,0.8841843088418431,0.9234016593460224,0.916371367824238
5_hist_fig_ismale,xgboost,0.85,1024,0.9378011688033318,0.9427148194271482,0.9771656905807712,0.988660524450744
5_hist_fig_ismale,mlp,0.85,1024,0.9719073291651082,0.9719800747198007,0.9908003904343582,1.0
5_hist_fig_ismale,logreg,0.9,1024,0.9811609163740967,0.9813200498132004,0.9910658713692946,0.997282608695652
5_hist_fig_ismale,pca,0.9,1024,0.9629208621557328,0.9638854296388544,0.9628047199170124,1.0
5_hist_fig_ismale,knn,0.9,1024,0.9111592331907604,0.9277708592777086,0.866256051175657,0.950407608695652
5_hist_fig_ismale,xgboost,0.9,1024,0.9259495641111416,0.9383561643835616,0.9634422544951592,0.9877717391304348
5_hist_fig_ismale,mlp,0.9,1024,0.9779893413128335,0.9782067247820672,0.9901106500691562,0.998641304347826
5_hist_fig_ismale,logreg,0.95,1024,0.982308482880604,0.9838107098381071,0.9971576015727392,0.9765625
5_hist_fig_ismale,pca,0.95,1024,0.9831849039781904,0.9844333748443338,0.9584370904325034,0.9791666666666669
5_hist_fig_ismale,knn,0.95,1024,0.9346442530611236,0.953922789539228,0.8314957404980341,0.890625
5_hist_fig_ismale,xgboost,0.95,1024,0.9289379352480795,0.9514321295143212,0.9396625163826998,0.8619791666666666
5_hist_fig_ismale,mlp,0.95,1024,0.9788227298954782,0.980697384806974,0.9657601572739188,0.9479166666666669
6_hist_fig_isamerican,logreg,0.05,1024,0.9633041430632984,0.9663760896637608,0.9742805100182148,1.0
6_hist_fig_isamerican,pca,0.05,1024,0.9609358981069904,0.9632627646326276,0.9516292248532684,1.0
6_hist_fig_isamerican,knn,0.05,1024,0.9249985979596632,0.9495641344956414,0.960327868852459,0.9973958333333334
6_hist_fig_isamerican,xgboost,0.05,1024,0.9616100077552944,0.9682440846824408,0.981364096336774,1.0
6_hist_fig_isamerican,mlp,0.05,1024,0.9665002630619608,0.9669987546699876,0.9625743776563448,0.9973958333333334
6_hist_fig_isamerican,logreg,0.1,1024,0.9599150452394316,0.960772104607721,0.9820585011498206,0.998641304347826
6_hist_fig_isamerican,pca,0.1,1024,0.9321796758064488,0.9364881693648816,0.972365621440392,0.9877717391304348
6_hist_fig_isamerican,knn,0.1,1024,0.8522714517380537,0.8997509339975094,0.9645532893464293,0.9952445652173914
6_hist_fig_isamerican,xgboost,0.1,1024,0.9410501722145556,0.9476961394769614,0.9825012357884332,0.9918478260869564
6_hist_fig_isamerican,mlp,0.1,1024,0.9584523160314496,0.9582814445828144,0.965333447957188,0.9769021739130436
6_hist_fig_isamerican,logreg,0.15,1024,0.9627664340207516,0.962640099626401,0.9886978857933216,0.9910714285714284
6_hist_fig_isamerican,pca,0.15,1024,0.945005529381077,0.9458281444582816,0.9776207195294332,0.9828869047619048
6_hist_fig_isamerican,knn,0.15,1024,0.7809929358644564,0.8499377334993773,0.9686045627954342,0.9862351190476192
6_hist_fig_isamerican,xgboost,0.15,1024,0.936041400724121,0.9402241594022416,0.9833538522335205,0.9866071428571428
6_hist_fig_isamerican,mlp,0.15,1024,0.9581472102661246,0.9576587795765878,0.9813141215630844,0.972470238095238
6_hist_fig_isamerican,logreg,0.2,1024,0.9554467172479558,0.955790784557908,0.9884725527756816,0.986013986013986
6_hist_fig_isamerican,pca,0.2,1024,0.9361873447442126,0.9364881693648816,0.9787687931735068,0.9848484848484848
6_hist_fig_isamerican,knn,0.2,1024,0.8839244488773309,0.8916562889165629,0.9087019407519206,0.9781468531468532
6_hist_fig_isamerican,xgboost,0.2,1024,0.942684290693818,0.9433374844333748,0.9853403571912308,0.9731934731934732
6_hist_fig_isamerican,mlp,0.2,1024,0.9544847478323574,0.953922789539228,0.983620672974594,0.981934731934732
6_hist_fig_isamerican,logreg,0.25,1024,0.9523061208366456,0.952054794520548,0.987615907175088,0.9871273712737128
6_hist_fig_isamerican,pca,0.25,1024,0.94151341482136,0.9420921544209216,0.9772731029239188,0.9823848238482384
6_hist_fig_isamerican,knn,0.25,1024,0.861554187931176,0.8723536737235368,0.8814678682996975,0.9878048780487804
6_hist_fig_isamerican,xgboost,0.25,1024,0.9541324002220354,0.9545454545454546,0.9884051503280936,0.9803523035230352
6_hist_fig_isamerican,mlp,0.25,1024,0.9447411930897496,0.944582814445828,0.9759983306061056,0.983739837398374
6_hist_fig_isamerican,logreg,0.3,1024,0.9577330753991392,0.9576587795765878,0.988548603830422,0.984375
6_hist_fig_isamerican,pca,0.3,1024,0.936939886223092,0.9371108343711084,0.9748637793298977,0.98375
6_hist_fig_isamerican,knn,0.3,1024,0.866797716275592,0.8729763387297634,0.9230187091153408,0.981875
6_hist_fig_isamerican,xgboost,0.3,1024,0.9431484275099364,0.9433374844333748,0.982082736521906,0.968125
6_hist_fig_isamerican,mlp,0.3,1024,0.9467254683505074,0.946450809464508,0.9831034686434046,0.98125
6_hist_fig_isamerican,logreg,0.35,1024,0.960960206471378,0.960772104607721,0.9890243507848144,0.9859747545582048
6_hist_fig_isamerican,pca,0.35,1024,0.934204791458244,0.933997509339975,0.9822771789941912,0.9766245909303412
6_hist_fig_isamerican,knn,0.35,1024,0.837213934666294,0.8462017434620175,0.9612454849976756,0.936418887330528
6_hist_fig_isamerican,xgboost,0.35,1024,0.9397567915153904,0.9396014943960148,0.9859181313637904,0.9822346891070594
6_hist_fig_isamerican,mlp,0.35,1024,0.9516562794635456,0.9514321295143212,0.9849849031605442,0.9733520336605892
6_hist_fig_isamerican,logreg,0.4,1024,0.9633388406338036,0.9632627646326276,0.9902763041234868,0.992854140395124
6_hist_fig_isamerican,pca,0.4,1024,0.930703535743676,0.9308841843088418,0.9796902176809446,0.9869693148381672
6_hist_fig_isamerican,knn,0.4,1024,0.8291026558271811,0.8374844333748444,0.9627096828372972,0.971626733921816
6_hist_fig_isamerican,xgboost,0.4,1024,0.9452054794520548,0.9452054794520548,0.9848064223872716,0.9827658680117696
6_hist_fig_isamerican,mlp,0.4,1024,0.9533968313141572,0.9533001245330012,0.9852133932161836,0.9924337957124842
6_hist_fig_isamerican,logreg,0.45,1024,0.9533616674469916,0.9533001245330012,0.989733070805706,0.9987824675324676
6_hist_fig_isamerican,pca,0.45,1024,0.9402525958922846,0.9402241594022416,0.9854685632564704,0.99512987012987
6_hist_fig_isamerican,knn,0.45,1024,0.8866940740435867,0.887920298879203,0.9611408987028692,0.984375
6_hist_fig_isamerican,xgboost,0.45,1024,0.9433913171968454,0.9433374844333748,0.9862783889324868,0.9918831168831168
6_hist_fig_isamerican,mlp,0.45,1024,0.9558370604704598,0.955790784557908,0.9873967942181266,0.9967532467532468
6_hist_fig_isamerican,logreg,0.5,1024,0.9539170006576416,0.953922789539228,0.9877296998025772,0.9987995198079233
6_hist_fig_isamerican,pca,0.5,1024,0.9402108071634104,0.9402241594022416,0.9799754656029926,0.9975990396158464
6_hist_fig_isamerican,knn,0.5,1024,0.910268886043534,0.9103362391033624,0.9638381288102368,0.9873949579831932
6_hist_fig_isamerican,xgboost,0.5,1024,0.9520449589658694,0.952054794520548,0.9864300901507268,0.9983993597438976
6_hist_fig_isamerican,mlp,0.5,1024,0.956405268905269,0.9564134495641344,0.9833190913898536,0.994797919167667
6_hist_fig_isamerican,logreg,0.55,1024,0.956964283315996,0.9570361145703612,0.9886227610583972,0.984172077922078
6_hist_fig_isamerican,pca,0.55,1024,0.945135771686586,0.9452054794520548,0.9850700668078866,0.9955357142857144
6_hist_fig_isamerican,knn,0.55,1024,0.902967902987545,0.9034869240348692,0.9642341221594112,0.9756493506493508
6_hist_fig_isamerican,xgboost,0.55,1024,0.953229627495621,0.9533001245330012,0.9897343979142904,0.9935064935064934
6_hist_fig_isamerican,mlp,0.55,1024,0.9594784233599258,0.9595267745952676,0.984557726777052,0.9983766233766234
6_hist_fig_isamerican,logreg,0.6,1024,0.9529686095609992,0.9533001245330012,0.9868360672690374,1.0
6_hist_fig_isamerican,pca,0.6,1024,0.9367699218147446,0.9371108343711084,0.9771719600315404,1.0
6_hist_fig_isamerican,knn,0.6,1024,0.8765881942568912,0.8804483188044832,0.9605938392730188,0.9932725694444444
6_hist_fig_isamerican,xgboost,0.6,1024,0.9421962771598966,0.9427148194271482,0.9834073370302866,1.0
6_hist_fig_isamerican,mlp,0.6,1024,0.9517471507691502,0.952054794520548,0.9785922493245952,0.9982638888888888
6_hist_fig_isamerican,logreg,0.65,1024,0.9699831390884956,0.9701120797011208,0.9913929452829932,1.0
6_hist_fig_isamerican,pca,0.65,1024,0.9549747086327436,0.9551681195516812,0.9811002713352696,0.9986213235294118
6_hist_fig_isamerican,knn,0.65,1024,0.8892867941393207,0.8872976338729763,0.9440549965230908,0.9954044117647058
6_hist_fig_isamerican,xgboost,0.65,1024,0.9464740271830804,0.9470734744707348,0.9871763406552952,1.0
6_hist_fig_isamerican,mlp,0.65,1024,0.9649484886222122,0.9651307596513076,0.9858946564677328,0.9995404411764706
6_hist_fig_isamerican,logreg,0.7,1024,0.9635660485765776,0.9638854296388544,0.9857925617925618,0.9995238095238096
6_hist_fig_isamerican,pca,0.7,1024,0.9486899444720182,0.9489414694894148,0.976016632016632,0.9942857142857144
6_hist_fig_isamerican,knn,0.7,1024,0.8959455274750302,0.8941469489414695,0.9491910371910371,0.948095238095238
6_hist_fig_isamerican,xgboost,0.7,1024,0.9571101072434292,0.9576587795765878,0.9853582813582812,0.9876190476190476
6_hist_fig_isamerican,mlp,0.7,1024,0.951803309433634,0.952054794520548,0.978060522060522,0.9942857142857144
6_hist_fig_isamerican,logreg,0.75,1024,0.9647326938012551,0.9651307596513076,0.9871234776130212,0.9613095238095236
6_hist_fig_isamerican,pca,0.75,1024,0.9546563206016138,0.9551681195516812,0.9746029118076178,0.9523809523809524
6_hist_fig_isamerican,knn,0.75,1024,0.9039123159820598,0.9016189290161892,0.9463892136877724,0.9623015873015872
6_hist_fig_isamerican,xgboost,0.75,1024,0.9462720052847255,0.9476961394769614,0.9825125981726184,0.9528769841269842
6_hist_fig_isamerican,mlp,0.75,1024,0.9591205917339036,0.9595267745952676,0.98462143396695,0.9543650793650794
6_hist_fig_isamerican,logreg,0.8,1024,0.9741425375777484,0.9744707347447074,0.98799229062875,0.997086247086247
6_hist_fig_isamerican,pca,0.8,1024,0.9589543482168594,0.9595267745952676,0.973322666278774,0.994172494172494
6_hist_fig_isamerican,knn,0.8,1024,0.8691810393426341,0.8872976338729763,0.9639635380680508,0.976107226107226
6_hist_fig_isamerican,xgboost,0.8,1024,0.9313291132471696,0.9346201743462016,0.9691406960253102,0.983100233100233
6_hist_fig_isamerican,mlp,0.8,1024,0.9661752403318292,0.9663760896637608,0.9766730911427084,0.9953379953379952
6_hist_fig_isamerican,logreg,0.85,1024,0.9718931236285118,0.9726027397260274,0.9733986090775988,0.9900779588944012
6_hist_fig_isamerican,pca,0.85,1024,0.9589568887191948,0.9601494396014943,0.9681277452415812,0.9744861800141744
6_hist_fig_isamerican,knn,0.85,1024,0.9379451490395422,0.937733499377335,0.9267249267935578,0.9500354358610914
6_hist_fig_isamerican,xgboost,0.85,1024,0.9584544500702278,0.9601494396014943,0.9744265495363592,0.966690290574061
6_hist_fig_isamerican,mlp,0.85,1024,0.9738851287884632,0.9744707347447074,0.962774524158126,0.9737774627923458
6_hist_fig_isamerican,logreg,0.9,1024,0.9802122938928756,0.980697384806974,0.9881440179806362,0.9959239130434784
6_hist_fig_isamerican,pca,0.9,1024,0.9702692878178,0.9707347447073474,0.9839254840940526,0.9945652173913044
6_hist_fig_isamerican,knn,0.9,1024,0.8531718375880749,0.900373599003736,0.9751080567081604,0.9877717391304348
6_hist_fig_isamerican,xgboost,0.9,1024,0.9741030490451386,0.975093399750934,0.9863286652835408,0.9945652173913044
6_hist_fig_isamerican,mlp,0.9,1024,0.984971778238766,0.9850560398505604,0.9899809820193638,0.9959239130434784
6_hist_fig_isamerican,logreg,0.95,1024,0.9782258250838204,0.9800747198007472,0.98233125819135,0.9192708333333334
6_hist_fig_isamerican,pca,0.95,1024,0.9818396962964456,0.9831880448318804,0.957544233289646,0.7526041666666667
6_hist_fig_isamerican,knn,0.95,1024,0.9259163831672098,0.950186799501868,0.9194749344692006,0.94921875
6_hist_fig_isamerican,xgboost,0.95,1024,0.957087199306492,0.9657534246575342,0.9733289646133684,0.8515625
6_hist_fig_isamerican,mlp,0.95,1024,0.9829535194058066,0.9838107098381071,0.9667431192660548,0.8723958333333334
7_hist_fig_ispolitician,logreg,0.05,1024,0.9249985979596632,0.9495641344956414,0.7075126492612831,0.9583333333333334
7_hist_fig_ispolitician,pca,0.05,1024,0.9249985979596632,0.9495641344956414,0.7175430074883626,0.9661458333333331
7_hist_fig_ispolitician,knn,0.05,1024,0.9249985979596632,0.9495641344956414,0.6599676178911151,0.8658854166666666
7_hist_fig_ispolitician,xgboost,0.05,1024,0.9249985979596632,0.9495641344956414,0.6638534709572961,0.9479166666666666
7_hist_fig_ispolitician,mlp,0.05,1024,0.9177553076950774,0.9302615193026152,0.6431693989071038,0.734375
7_hist_fig_ispolitician,logreg,0.1,1024,0.8522714517380537,0.8997509339975094,0.7540630574480433,0.8885869565217391
7_hist_fig_ispolitician,pca,0.1,1024,0.8590005063762182,0.8978829389788294,0.7550860753508565,0.8600543478260869
7_hist_fig_ispolitician,knn,0.1,1024,0.8522714517380537,0.8997509339975094,0.7442089879430034,0.8498641304347826
7_hist_fig_ispolitician,xgboost,0.1,1024,0.8522714517380537,0.8997509339975094,0.7519095617786756,0.9211956521739132
7_hist_fig_ispolitician,mlp,0.1,1024,0.8494999923416228,0.8642590286425903,0.7024436373014679,0.7717391304347826
7_hist_fig_ispolitician,logreg,0.15,1024,0.7933683361406494,0.8455790784557908,0.7464760688827079,0.8199404761904762
7_hist_fig_ispolitician,pca,0.15,1024,0.7809929358644564,0.8499377334993773,0.7165975103734441,0.8035714285714286
7_hist_fig_ispolitician,knn,0.15,1024,0.7809929358644564,0.8499377334993773,0.6929597373580776,0.8039434523809523
7_hist_fig_ispolitician,xgboost,0.15,1024,0.8103858813905418,0.8524283935242839,0.729969753621206,0.8526785714285715
7_hist_fig_ispolitician,mlp,0.15,1024,0.7975284230870769,0.8063511830635118,0.6666408280516164,0.7306547619047619
7_hist_fig_ispolitician,logreg,0.2,1024,0.7652635313423696,0.7764632627646326,0.7336073702134246,0.7738927738927739
7_hist_fig_ispolitician,pca,0.2,1024,0.7542079063304057,0.7789539227895392,0.7407086259940792,0.7307692307692308
7_hist_fig_ispolitician,knn,0.2,1024,0.7104224211111445,0.7995018679950187,0.7132069812890618,0.7333916083916084
7_hist_fig_ispolitician,xgboost,0.2,1024,0.7438027737240804,0.7914072229140723,0.7559850331843424,0.7861305361305361
7_hist_fig_ispolitician,mlp,0.2,1024,0.7583158983802721,0.7646326276463262,0.7263755055049244,0.736013986013986
7_hist_fig_ispolitician,logreg,0.25,1024,0.6439087800317495,0.7503113325031133,0.7456240392720782,0.7066395663956639
7_hist_fig_ispolitician,pca,0.25,1024,0.6869395071943465,0.7434620174346201,0.7157918877373928,0.7140921409214092
7_hist_fig_ispolitician,knn,0.25,1024,0.642437833214414,0.7496886674968867,0.721807284177121,0.6998644986449865
7_hist_fig_ispolitician,xgboost,0.25,1024,0.642437833214414,0.7496886674968867,0.7344733971339318,0.7432249322493225
7_hist_fig_ispolitician,mlp,0.25,1024,0.7177478011147053,0.7291407222914073,0.7203537958050281,0.6998644986449865
7_hist_fig_ispolitician,logreg,0.3,1024,0.613908278609299,0.7073474470734745,0.7451796710030862,0.7275
7_hist_fig_ispolitician,pca,0.3,1024,0.6772835447528026,0.7085927770859277,0.7084868430767414,0.6925
7_hist_fig_ispolitician,knn,0.3,1024,0.5763077105542859,0.6998754669987547,0.715694725417522,0.669375
7_hist_fig_ispolitician,xgboost,0.3,1024,0.6626207596439444,0.7216687422166874,0.7343540039278806,0.784375
7_hist_fig_ispolitician,mlp,0.3,1024,0.6950609243293423,0.6955168119551681,0.7294958358559382,0.7124999999999999
7_hist_fig_ispolitician,logreg,0.35,1024,0.6316337543734803,0.6836861768368617,0.7422995900948385,0.7335203366058907
7_hist_fig_ispolitician,pca,0.35,1024,0.6674704560989538,0.684931506849315,0.7111999305187762,0.7176250584385228
7_hist_fig_ispolitician,knn,0.35,1024,0.6326097046787827,0.6843088418430884,0.731083821944146,0.7127162225338943
7_hist_fig_ispolitician,xgboost,0.35,1024,0.6910906550650412,0.7067247820672479,0.7584369449378331,0.7442730247779336
7_hist_fig_ispolitician,mlp,0.35,1024,0.684953224363673,0.686799501867995,0.7271244139650447,0.7288452547919588
7_hist_fig_ispolitician,logreg,0.4,1024,0.6658903865884538,0.6874221668742216,0.7616176444463824,0.864228667507356
7_hist_fig_ispolitician,pca,0.4,1024,0.6832042051396118,0.6880448318804483,0.7418230355178946,0.8688524590163934
7_hist_fig_ispolitician,knn,0.4,1024,0.5475627311760004,0.6239103362391034,0.7279932946711046,0.8556116015132409
7_hist_fig_ispolitician,xgboost,0.4,1024,0.7141344876258029,0.7198007471980075,0.7809503737833268,0.8369062631357713
7_hist_fig_ispolitician,mlp,0.4,1024,0.6949724514495212,0.6948941469489415,0.7567533740627155,0.7641866330390921
7_hist_fig_ispolitician,logreg,0.45,1024,0.6859471775549782,0.6911581569115816,0.7623827358323583,0.8705357142857143
7_hist_fig_ispolitician,pca,0.45,1024,0.6924123238890001,0.6948941469489415,0.7531065508161695,0.867288961038961
7_hist_fig_ispolitician,knn,0.45,1024,0.615749036041351,0.6469489414694894,0.7346231021179213,0.8364448051948051
7_hist_fig_ispolitician,xgboost,0.45,1024,0.6834861141272535,0.6911581569115816,0.7683741927197141,0.8409090909090908
7_hist_fig_ispolitician,mlp,0.45,1024,0.6795965100655844,0.6799501867995019,0.7355723368561533,0.8056006493506493
7_hist_fig_ispolitician,logreg,0.5,1024,0.6978799114247559,0.6980074719800747,0.7555012414528953,0.7567026810724289
7_hist_fig_ispolitician,pca,0.5,1024,0.6966632342988565,0.6967621419676214,0.7603290276655568,0.7883153261304522
7_hist_fig_ispolitician,knn,0.5,1024,0.6631542699724517,0.6662515566625156,0.7383612821781335,0.7985194077631053
7_hist_fig_ispolitician,xgboost,0.5,1024,0.6645984239742248,0.6650062266500623,0.7292236925973428,0.7755102040816326
