test_f1,test_acc,test_auc,val_auc,k,dataset,layer,sae_id,reg_type,sae_l0
0.7513354208878247,0.76,0.8829333333333332,0.9967987194877952,128,6_hist_fig_isamerican,12,gated_width-2pow14_date-0107,l1,51
0.5837099464042469,0.6366666666666667,0.8068444444444445,1.0,16,67_social-security,12,top_k_width-2pow14_date-0107,l1,639
0.5787377450980392,0.6333333333333333,0.8240444444444445,1.0,128,67_social-security,12,top_k_width-2pow14_date-0107,l1,639
0.5814078521230431,0.6366666666666667,0.6896444444444444,1.0,16,67_social-security,12,jump_relu_width-2pow14_date-0107,l1,20
0.5814078521230431,0.6366666666666667,0.7405333333333334,1.0,128,67_social-security,12,jump_relu_width-2pow14_date-0107,l1,20
0.603263056359377,0.6133333333333333,0.656517094017094,0.7266906762705082,16,7_hist_fig_ispolitician,12,jump_relu_width-2pow14_date-0107,l1,20
0.6480646934128916,0.65,0.6831374643874644,0.6910764305722289,128,7_hist_fig_ispolitician,12,jump_relu_width-2pow14_date-0107,l1,20
0.6630300603876823,0.6633333333333333,0.7011111111111111,0.8025210084033613,16,90_glue_qnli,12,gated_width-2pow14_date-0107,l1,51
0.6068152031454784,0.61,0.6354222222222221,0.7987194877951181,128,90_glue_qnli,12,gated_width-2pow14_date-0107,l1,51
0.34482557800943453,0.5,0.5635555555555556,0.7985194077631053,16,90_glue_qnli,12,matryoshka_batch_top_k_width-2pow14_date-0107,l1,40
0.6022857142857144,0.6133333333333333,0.6519555555555556,0.7951180472188876,128,90_glue_qnli,12,matryoshka_batch_top_k_width-2pow14_date-0107,l1,40
0.9296094892598911,0.9297658862876255,0.9643625605164066,0.9783913565426171,16,5_hist_fig_ismale,12,p_anneal_width-2pow14_date-0107,l1,54
0.8997127141505797,0.8996655518394648,0.9683073336919492,0.9883953581432574,128,5_hist_fig_ismale,12,p_anneal_width-2pow14_date-0107,l1,54
0.56564382793891,0.5866666666666667,0.6194444444444445,0.7102841136454582,16,87_glue_cola,12,relu_google_gemma-2-2b_standard,l1,179
0.6039760354729159,0.61,0.6574666666666666,0.8099239695878351,128,87_glue_cola,12,relu_google_gemma-2-2b_standard,l1,179
0.6374645170180515,0.6466666666666666,0.6547809829059829,0.7166866746698679,16,7_hist_fig_ispolitician,12,batch_top_k_width-2pow14_date-0107,l1,80
0.6047496008786332,0.61,0.672409188034188,0.7286914765906363,128,7_hist_fig_ispolitician,12,batch_top_k_width-2pow14_date-0107,l1,80
0.44957098915331073,0.5466666666666666,0.6390222222222223,0.9987129987129987,16,66_living-room,12,gated_width-2pow14_date-0107,l1,164
0.4294025509062431,0.5466666666666666,0.7851111111111112,1.0,128,66_living-room,12,gated_width-2pow14_date-0107,l1,164
0.8086713286713287,0.81,0.9062666666666668,0.9895958383353342,16,6_hist_fig_isamerican,12,matryoshka_batch_top_k_width-2pow14_date-0107,l1,319
0.666901467305006,0.69,0.8674666666666666,0.9971988795518207,128,6_hist_fig_isamerican,12,matryoshka_batch_top_k_width-2pow14_date-0107,l1,319
0.8962862774794018,0.8963210702341137,0.9742693204231666,0.9843937575030012,16,5_hist_fig_ismale,12,standard_new_width-2pow14_date-0107,l1,384
0.9193118887710617,0.919732441471572,0.9789761520530751,0.9919967987194878,128,5_hist_fig_ismale,12,standard_new_width-2pow14_date-0107,l1,384
0.6112608791132584,0.6233333333333333,0.6454326923076923,0.7246898759503801,16,7_hist_fig_ispolitician,12,top_k_width-2pow14_date-0107,l1,320
0.6109457478005865,0.62,0.6405359686609686,0.687875150060024,128,7_hist_fig_ispolitician,12,top_k_width-2pow14_date-0107,l1,320
0.9261727611457856,0.9264214046822743,0.9624350008965392,0.9807923169267707,16,5_hist_fig_ismale,12,top_k_width-2pow14_date-0107,l1,40
0.9063670849139189,0.9063545150501672,0.9733727810650887,0.9883953581432573,128,5_hist_fig_ismale,12,top_k_width-2pow14_date-0107,l1,40
0.929361151900519,0.9297658862876255,0.949793795947642,0.9715886354541817,16,5_hist_fig_ismale,12,top_k_width-2pow14_date-0107,l1,20
0.919732441471572,0.919732441471572,0.9710417787340865,0.9775910364145658,128,5_hist_fig_ismale,12,top_k_width-2pow14_date-0107,l1,20
0.4761137658891852,0.57,0.6072444444444445,1.0,16,66_living-room,12,matryoshka_batch_top_k_width-2pow14_date-0107,l1,40
0.5066747808522485,0.5766666666666667,0.7476444444444444,1.0,128,66_living-room,12,matryoshka_batch_top_k_width-2pow14_date-0107,l1,40
0.6202959936841315,0.6633333333333333,0.8235111111111111,1.0,16,67_social-security,12,gated_width-2pow14_date-0107,l1,83
0.5635886146835052,0.6233333333333333,0.8233777777777778,1.0,128,67_social-security,12,gated_width-2pow14_date-0107,l1,83
0.9326104680244351,0.9331103678929766,0.9726107226107227,0.9827931172468988,16,5_hist_fig_ismale,12,gated_width-2pow14_date-0107,l1,83
0.9193118887710617,0.919732441471572,0.9808588847050386,0.992797118847539,128,5_hist_fig_ismale,12,gated_width-2pow14_date-0107,l1,83
0.5680000000000001,0.58,0.6356,0.7122849139655862,16,90_glue_qnli,12,matryoshka_batch_top_k_width-2pow14_date-0107,l1,20
