test_f1,test_acc,test_auc,val_auc,k,dataset,layer,sae_id,reg_type,binarize
0.9713174763163646,0.9713207547169811,0.9916236219531583,0.9983993597438976,8,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_221,l1,False
0.9763515726528105,0.9763522012578616,0.9935782283028821,0.9979991996798719,16,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_221,l1,False
0.9796224712733935,0.979622641509434,0.995164368192041,0.9987995198079231,32,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_221,l1,False
0.9811311726682495,0.9811320754716981,0.9946807164071495,0.9975990396158464,64,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_221,l1,False
0.976600708093809,0.9766037735849057,0.9947294486597491,0.9995998399359743,128,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_221,l1,False
0.9771050925106342,0.9771069182389938,0.9950470310539634,1.0,256,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_221,l1,False
0.9771050925106342,0.9771069182389938,0.99521082205361,1.0,512,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_221,l1,False
0.8839281572798258,0.8847798742138365,0.8921327410866811,0.9287715086034414,1,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_114,l1,False
0.9028150206788192,0.9031446540880503,0.9262975943228571,0.9535814325730293,2,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_114,l1,False
0.9282413026034706,0.9283018867924528,0.9660458979341575,0.9871948779511804,4,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_114,l1,False
0.96829949931225,0.9683018867924529,0.9888081635256936,0.9967987194877951,8,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_114,l1,False
0.9703119626876594,0.9703144654088051,0.9896009170270743,0.9951980792316927,16,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_114,l1,False
0.9713188378706245,0.9713207547169811,0.9928052208571003,0.9983993597438975,32,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_114,l1,False
0.9753454875339042,0.9753459119496856,0.9938121431153605,0.9991996798719488,64,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_114,l1,False
0.9723263084235017,0.9723270440251572,0.9940232740175324,1.0,128,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_114,l1,False
0.9748418119576466,0.9748427672955975,0.9945002172066116,0.9995998399359743,256,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_114,l1,False
0.9750936113750205,0.9750943396226415,0.994193900190271,1.0,512,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_114,l1,False
0.722888611496855,0.7388679245283019,0.7419704436989325,0.7378951580632254,1,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_19,l1,False
0.8559194679220398,0.8578616352201258,0.8643347250083289,0.910764305722289,2,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_19,l1,False
0.8807247627059229,0.8817610062893082,0.925069541557346,0.957983193277311,4,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_19,l1,False
0.8940054193952469,0.8945911949685534,0.9446414268195991,0.9657863145258103,8,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_19,l1,False
0.8908800235715524,0.8910691823899372,0.9531447618777589,0.9751900760304122,16,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_19,l1,False
0.8838941968959072,0.8840251572327044,0.9562709675263458,0.9635854341736695,32,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_19,l1,False
0.9194569318072366,0.919496855345912,0.9715218841990039,0.9791916766706682,64,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_19,l1,False
0.9240051491709997,0.9240251572327044,0.9750333910863267,0.9787915166066427,128,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_19,l1,False
0.9265280652296073,0.9265408805031446,0.9762819493711135,0.9795918367346939,256,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_19,l1,False
0.9295322669614638,0.929559748427673,0.9765852285327465,0.9775910364145658,512,5_hist_fig_ismale,20,layer_20/width_131k/average_l0_19,l1,False
